official_name,operating_club,hut_id,latitude,longitude,elevation_m,email,phone_number,official_website_url,capacity_beds,source_url,reservation_id
Rifugio Barba Ferrero,Club Alpino Italiano Sezione di Vercelli,2119277094,45.9027951,7.909977,2247,,+39 0163 91919,http://www.rifugimonterosa.it/it/web/rifugio-barba-ferrero-13,26,OSM,
Polltalalm,,2150565802,47.0327018,10.9490318,1840,,,,,OSM,
Rifugio Monte Lussari,,2178528746,46.4801239,13.5227813,1744.0,,,,,OSM,
Rifugio Santino Ferioli,Club Alpino Italiano - Sezione di Olgiate Olona,2187349647,45.8774776,7.9589054,2264,,,,24,OSM,
Rifugio Alpe Campo Superiore,Club Alpino Italiano Sottosezione di Alagna,2187413315,45.8609198,7.9541732,1923,,,,,OSM,
Rifugio Zar Senni,,2188674694,45.8448057,7.9212326,1664,,,,16,OSM,
Malga Campobon,,2189969595,46.6451008,12.6025354,1955.0,,,,,OSM,
Rifugio Valle Vogna,,2191000650,45.8147129,7.9307556,1380,,,,,OSM,
Ospizio Sottile,,2192973329,45.7884738,7.8659305,2491,,,https://www.rifugioospiziosottile.com/,,OSM,
Rifugio Città di Mortara - Grande Halte,Club Alpino Italiano Sezione di Mortara,2196135325,45.8639164,7.9094408,1945,,,,25,OSM,
Rifugio Meggiana,,2223044607,45.7491258,8.0417386,1560,,,,,OSM,
,,2237960568,46.5191645,10.3223837,1955.0,,,,,OSM,
Kraljev hrib,,2244756035,46.3051881,14.6112235,600.0,,,,,OSM,
Gîte de Saint-Disdier,,2263078847,44.7354788,5.8954828,1030,gites-st-disdier@wanadoo.fr,+33 4 92 58 84 84,https://www.gite-devoluy.com/,24,OSM,
Rifugio La Baita,private,2270368210,45.8539545,8.1066054,1413.0,,,,,OSM,
Capanna di Cava,UTOE Torrone d'Orza,2323746001,46.3575123,9.0303116,2066,,+41 91 870 14 44,https://www.utoe-biasca.ch/capanna-cava,50,OSM,
Hiaslalm,,2325711984,46.8679048,13.985522,1676,zirbenhuette@a1.net,+43 664 4032556,www.biohiasl.at,,OSM,
Wugganighütte,,2325719711,46.8575221,13.9684357,1577.0,,,,,OSM,
Ploneralm,,2327488827,46.6969324,13.0403069,1625,,,,,OSM,
Berghotel Obersteinberg,,2344504403,46.5181558,7.88549,1778,,,,,OSM,
Berggasthaus Aescher-Wildkirchli,,2349506772,47.2833952,9.4144537,1454,,,,,OSM,
Rifugio l'Arbergh,,2355924816,44.1961701,7.497696,1395.0,,+39 340 6973954,https://www.rifugiolarbergh.it/,,OSM,
Rotwand-Alm,,2368392910,47.3086047,12.2010209,1600,,,,,OSM,
Rifugio Orto Botanico Monte Baldo,,2374776535,45.6991116,10.8586582,1239.0,info@ortobotanicomontebaldo.org,+39 045 6247288,http://www.ortobotanicomontebaldo.org/,,OSM,
Hölleralm,,2378274100,47.4623061,14.4458608,1448.0,,,,,OSM,
Schutzhaus Bockerhütte,Edmund Schnitzer,2380644326,46.7264094,11.1195251,1700,,,https://www.bockerhuette.com/,25,OSM,
La cabane du lac,,2381632010,44.4017594,6.409011,1995.0,,,,,OSM,
Zupalseehütte,Familie Tschoner,2382631604,46.9575689,12.4367165,2350,tschoner@aon.at,+43 4874 5227,http://www.alm-ferienhaus.com/zupalseehuette/,,OSM,
Rifugio Branchino,A.R.D.E.S.,2384801651,45.951332,9.8041043,1796,,+39 334 1178129,http://rifugiobranchino.blogspot.it/,,OSM,
Alp Schrina,,2392556626,47.1411648,9.2614107,1285,,+41 81 735 24 37,https://alp-schrina.ch/,,OSM,
Refuge d’ Airoz (Refuge d’ Aïroz),,2400526754,46.2663815,7.2746129,1982.0,,,http://www.alpe-airoz.com,,OSM,
Refuge du Pré Verel,,2401371906,45.8241377,6.2622949,1247.0,,,,,OSM,
Rifugio Alpe Ponte,,2411897311,46.2799725,9.8702296,1545.0,,+39 339 28 50 220,http://www.rifugioalpeponte.it,,OSM,
Rifugio Alpe Colma,Club Alpino Italiano Sezione di Villadossola,2414426628,46.0342128,8.1932678,1570,,,,,OSM,
Berghaus Aschenbrenner,Alois Taxauer,2415975822,47.5742617,12.1963548,1135,info@berghaus-aschenbrenner.com,+43 5372 62220,http://www.berghaus-aschenbrenner.com/,,OSM,
Weinbergerhaus,,2415975826,47.5778028,12.2095745,1272,mail@weinbergerhaus.at,+43 5372 65148,http://www.weinbergerhaus.at/,,OSM,
"Alpengasthof ""Alter Pocher""",,2429255620,47.0454065,12.9045724,1807,,,http://www.alterpocher.at,,OSM,
Walderhütte,privat,2432652089,46.7765495,13.8338544,1960,info@walderhuette.at,+43 4247 30510,https://www.walderhuette.at/,,OSM,
Trangonihütte,TVN,2432690397,46.770352,13.8125627,1667,,,,40,OSM,
Scheibelalm,Familie Rössel,2432850115,47.4395909,14.4349588,1689.0,,,,,OSM,
Koča na planini Stador,Srna s.p.,2442878240,46.1898933,13.7821334,1050,koca.stador@hotmail.com,+386 31 411 373,https://planinske-koce.si/koca_na_planini_stador,,OSM,
Winklerhütte,,2447536598,46.8441514,13.7362028,1651.0,,,,,OSM,
Veidlhütte,,2447543431,46.8508989,13.7280507,1442.0,,,,,OSM,
Bonner Hütte - Rifugio Bonner,,2449738726,46.7784387,12.2748049,2340,,+39 340 9428264,http://www.bonnerhuette.it/,,OSM,
Posto Tappa,Santuario di Sant'Anna,2455869020,44.231347,7.1058022,2040.0,,,,,OSM,
,,2465871076,45.6216758,10.2853117,1093,,,,,OSM,
Capanna Ribia,Patriziato generale d'Onsernone;Patiziato generale d'Onsernone,2470070886,46.251334,8.5416035,1996,,,https://se-im.ch/capanna-ribia/,12,OSM,
Ancolie bleue,,2476248954,44.797914,6.928496,1584.0,,+33 4 92 20 54 42,http://ancolie-bleue-queyras.com,,OSM,
Walzkogelhütte,,2495609781,47.2065231,15.131901,1258.0,,,,,OSM,
Refuge de Gittamelon,,2523993174,45.3511515,6.4681947,1672,marcjayy@hotmail.fr,+33 6 76 43 28 12,https://www.refuge-gittamelon.com/le-refuge,,OSM,
Wölflbauerhütte,,2537772970,46.9683971,13.546556,1700,,,,,OSM,
L'Aulp de Marlens,GAEC Le Vent des Cimes,2598871592,45.8045315,6.3991236,1657,,+33 4 50 64 19 35,,,OSM,
Capanna Alpe Saléi,Patriziato di Comologno,2602026874,46.220962,8.5623141,1777,,+41 91 797 20 32,https://www.alpesalei.ch/,30,OSM,
Sebenalpe,,2661066008,47.5240319,10.5808832,1640,,,,,OSM,
Schutzhütte Schneeberg - Rifugio Monteneve,Fam. Alexander Gasser,2755885861,46.8990172,11.1814468,2355,,,https://www.schneeberg.org/,68,OSM,
Stettiner Hütte - Rifugio Petrarca,Familie Fontana,2755886030,46.7571263,11.0287963,2875,,,https://www.stettinerhuette.com/,60,OSM,
Hochfeilerhütte,,2755910091,46.962,11.7085,2715,info@hochfeilerhuette.it,+39 329 1318270,http://www.hochfeilerhütte.com,88,OSM,257
Schutzhaus Hochgang - Rifugio Casa del Valico,Familie Wolf Erlacher,2803780686,46.7129177,11.0857084,1839,,,,50,OSM,
La Peule,,2820208447,45.8986155,7.1125852,2071,coppey.lapeule@dransnet.ch,,,,OSM,
Taschlerhütte,,2870159370,47.2104956,15.2122017,1055.0,,,,,OSM,
Rifugio Alpe Campo,,2898974105,45.859349,8.0689996,1550,,,,,OSM,
Rifugio Solivo,,2911368579,45.8430445,8.1119259,1050,,,,,OSM,
"Rifugio ""Amici della Montagna""",,2912823327,46.2032267,9.9841188,1789.0,,,,,OSM,
Rifugio il dosso,,2928051446,46.1575315,8.1840961,1744.0,,,https://www.facebook.com/rifugioildosso,,OSM,
Bärghus Gastlosen,,2936739108,46.5955682,7.2837098,1555.0,,+41 76 358 60 07,http://www.brghs.ch/,,OSM,
La Flégère,,2940263651,45.9599953,6.8872948,1896.0,,,https://www.refuge-de-la-flegere.com/,,OSM,
Capanna Soveltra,SAV Bignasco,2949459124,46.4060743,8.7109309,1534,info@sav-vallemaggia.ch,,https://www.sav-vallemaggia.ch/,28,OSM,
Rifugio Pian della Ballotta,,2949839549,45.4600925,7.1159308,2470,,,,,OSM,
Hohlriederalm,,2952466275,47.407132,12.0085877,1300,,,,,OSM,
Refuge des Fonts de Cervières,,2953142890,44.8447228,6.8159158,2040,,+33 4 92 21 32 82,http://www.alpes-guide.com/sources/services/detail.asp?cle=19667,62,OSM,
Gîte d'Étape Les Astragales,,2953189023,44.7609611,6.8223218,1390,contact@gitelesastragales.fr,+33 4 92 46 70 82,http://www.gitelesastragales.fr,,OSM,
Rifugio Bresciadega,,2958580663,46.2626999,9.5100424,1214,,+39 0343 44499,http://www.rifugiobresciadega.it/csm/,,OSM,
Majerca,PD Jeglič,2960199274,46.2874585,13.7631282,1500,,,https://www.pzs.si/drustva.php?pid=77,,OSM,
Maierhofalm,,2987728768,47.0816192,13.5160991,1808,,,,,OSM,
Sonnige Rieserhütte,,2989698725,46.7862071,13.7867016,1570.0,,,,,OSM,
Enzianhütte,,2996090213,46.6513856,12.961463,1500.0,,,,,OSM,
Mittlenberghütte,,3012482981,46.3855303,8.2778547,2395,info@mittlenberg.ch,+41 27 971 45 48,https://mittlenberghuette.ch/,18,OSM,
,,3014519633,46.1108292,9.502117,1485.0,,,,,OSM,
Plan de l'Au,,3021885871,46.0501029,7.0793438,1296.0,,,,,OSM,
Gletscherblickalm,,3038776470,47.22796,12.1232821,1818.0,,,http://www.gletscherblickalm.at/,,OSM,
Frido-Kordon-Hütte,OeAV Sektion Gmünd,3063751728,46.9612184,13.5417704,1649,,,,,OSM,
Rifugio Fiorasca,Società Alpinistica Valmaggese,3066945123,46.37953,8.6033536,2086,,,,,OSM,
Capanna Piano delle Creste,Società Alpinistica Valmaggese,3066966225,46.3910545,8.4871572,2108,,+41 91 755 14 14,https://www.sav-vallemaggia.ch/,36,OSM,
Refuge du Plan,,3073427053,45.3573832,6.5941864,1754.0,,+33689238568,http://refugeduplanmeribel.com,,OSM,
Pendlinghaus,,3075534776,47.572864,12.1121261,1537,,,,70,OSM,
Rifugio Val Formica,,3089354008,45.9729474,11.4056711,1649.0,,,,,OSM,
Rifugio Predaia «ai Todes ci»,Todeschi S.r.l.,3096744951,46.3149489,11.1523097,1400,,,,16,OSM,
Malga Bassa di Presson,ASUC di Presson,3138146062,46.2854337,10.8678652,1318.0,asuc@comune.monclassico.tn.it,+39 0463 974183,http://www.comune.monclassico.tn.it/page.php?c=24,,OSM,
Malga Alta di Presson,ASUC di Presson,3138470379,46.2810552,10.8571771,1609.0,,,,,OSM,
Rifugio Cecchin,,3138556333,45.995893,11.5228775,1900,,,,,OSM,
Rifugio Malga Ronchetto,,3212577945,45.9406384,11.6157107,1330,,+39 0424 1945393,,,OSM,
Rifugio Migon,,3219474427,46.4521983,11.9637573,1660,,,,,OSM,
Agriturismo Malga Laste,,3219514665,46.4588041,11.9465314,1868,,,,,OSM,
Rifugio Ronchi,,3255209197,46.0981534,9.5727313,1207,ronchi.rifugio.bema@gmail.com,,,,OSM,
Capanna Alpe Arena,Patriziato di Onsernone,3264446971,46.2325154,8.5146727,1689,patriziato.onsernone@bluewin.ch,+42 0796212112,http://www.capanna-arena.ch,30,OSM,
Rifugio Alpe Repiano,,3283030825,46.3156322,8.925821,1293,,,,,OSM,
Rifugio Federico Chabod,private,3290454779,45.5402746,7.2389001,2710,,,https://www.rifugiochabod.com/,85,OSM,
Capanna Biaena,SAT Val di Gresta,3317504695,45.8839736,10.9698623,1580,,,,,OSM,
Trauneralm,,3333016626,47.1229005,12.7965147,1522,,,,,OSM,
Gruebenhütte,AAC Basel,3335142697,46.60589,8.259318,2512,michel.silbernagel@bluewin.ch,+41763920949,http://www.gruebenhuette.ch/,16,OSM,312
Klamerhütte Sennerei,,3381662522,46.7809972,13.7949702,1528.0,,,,,OSM,
Rifugio Alpini di Lozzolo,,3403761718,45.6415526,8.3326766,523.0,,,,,OSM,
Capanna Cadlimo CAS,CAS Uto Zurigo,3405824488,46.571636,8.6952501,2570,info@cadlimohuette.ch,+41 91 869 18 33,https://www.cadlimohuette.ch,76,OSM,34
Capanna Garzonera,SAT Ritom,3405828416,46.4989817,8.6613904,1973,garzonera@gmail.com,,https://www.satritom.ch/capanne-sat-ritom/,20,OSM,
Capanna Gorda,Società Nido d'Aquila,3405915010,46.4980084,8.9109304,1800,info.capannagorda@gmail.com,+41 79 504 38 46,https://www.capannagorda-sanda.ch,28,OSM,
Capanna Alpe di Nimi,Pietro Zanoli,3405937126,46.2522284,8.7674816,1718,,,https://www.ticino.ch/de/alpineHuts/details/Bergh%C3%BCtte-Nimi/13397.html,15,OSM,
Nucleo di Odro,,3406720210,46.2285832,8.8790146,1240,,+41 79 746 1900,https://www.odro.ch/,,OSM,
Capanna Piansecco,CAS Bellinzona e valli,3406734808,46.4944255,8.4714617,1988,info@capannapiansecco.ch,+41 91 869 12 14,https://www.capannapiansecco.ch/,46,OSM,
Capanna Tremorgio,Azienda elettrica ticinese,3406761911,46.4816609,8.7248928,1850,,,http://www.capannatremorgio.ch,47,OSM,
Skihaus Hochwang,,3434849771,46.8544397,9.6652302,1958,,,,,OSM,
Kleinschupfer,,3438677247,47.1762425,15.2331345,859.0,,,,,OSM,
Mühlbacherhütte,,3439240816,47.1750389,15.2544838,996,,,,,OSM,
Turrahus,,3440988038,46.6246605,9.2759648,1694,,,https://www.turrahus.ch/,,OSM,
Schutzhütte Oberkaseralm,Fam. Kathrin und Stephan Burger,3464723255,46.7334954,11.0990369,2131,,+39 0473 420452,https://www.oberkaseralm.it,30,OSM,
Les Grandes Roches,SCIC TETRIS,3554940362,43.8095978,6.8787024,1140,contact@scic-tetris.org,+33 4 93 77 51 93,,,OSM,
Rifugio Nigritella,,3581171594,46.1096199,8.4842751,1491,,+39 032492456,,,OSM,
Bockstaller Hütte (zum Holter Fritz),,3610743864,47.2038352,15.17354,1084.0,,,,,OSM,
Le Toët,,3621497238,45.2440063,6.9401816,2045.0,,,,,OSM,
Alp Oberwirtneren,,3667542231,46.7194474,7.4710286,1508.0,,,,,OSM,
Rifugio Orti,,3683404313,46.2901586,10.813209,1872.0,,,,,OSM,
Greimhütte,Anna Wolf,3740357364,47.2322309,14.1738654,1655.0,greimhuette@gmail.com,+43 676 3514844,https://www.greimhuette.at/,,OSM,
Baita del Sole,,3752498091,46.1900281,10.054103,1736.0,,,,,OSM,
Alp Wisliboda,,3769757074,47.1252284,9.4475301,1337,,,,,OSM,
Schihus Wisliboda,,3769757075,47.1243233,9.4476517,1344.0,,,,,OSM,
Pfitscher-Joch-Haus,Familie Leopold Volgger,3788655513,46.9922129,11.6576886,2276,office@pfitscherjochhaus.com,+39 0472 630119,https://www.pfitscherjochhaus.com/,,OSM,
Capanna La Ginestra,Amici della Natura Sezione Lugano,3790106794,46.0867228,8.9819461,985,,,https://www.amicidellanatura-lugano.ch/capanna.html,28,OSM,
Rifugio Alpenrose,Trimarchi Antonio,3826501857,45.9076719,8.050603,1288.0,rifugioalpenrose.gta@gmail.com,,,,OSM,
Rifugio Alpini,Alpini Perosa Argentina,3984530966,45.0053293,7.1918883,2070,,,,,OSM,
Cabane des Monts-Chevreuils,,4005499289,46.4374912,7.0860631,1636.0,,+41774799086,http://www.monts-chevreuils.ch/cabane.html,30,OSM,
Rifugio Magià,private,4131425462,45.8404087,7.5078975,2007,,,,60,OSM,
Capanna Genzianella,Amici della natura Sezione di Bellinzona,4149670483,46.1790896,9.0622676,1391.0,,,https://www.amicidellanatura-lugano.ch/,,OSM,
Capanna La Piana,Scout Mendrisio,4171185142,45.8866772,8.9884589,725.0,,,https://www.scoutmomo.ch/,,OSM,
,,4185378200,47.4027427,14.9152067,803.0,,,,,OSM,
Buvette de Mayse,,4213638329,45.9786248,6.4214244,1483.0,,,,19,OSM,
Sepp Huber Hütte,Österreichischer Alpenverein,4225407626,47.8103344,13.9859921,1506,,,,,OSM,
Sunnseithütte,,4314551310,47.4504147,12.1775693,890.0,,,http://www.sunnseit.com/,,OSM,
Capanna Righetti Fibbioli,,4316137023,46.2579895,9.2236734,1289.0,,,http://www.valcama.ch/unterkunft_it.html,,OSM,
Schrabachalm,Birgit und Johann Ilsinger,4328123206,47.4118356,14.1789346,1327.0,schrabachalm@aon.at,+436643889150,https://www.schrabachalm.at/,,OSM,
Rifugio Malga Malera,,4336780532,45.6777932,11.0956502,1561,info@malgamalera.it,+39 3421714873,https://www.malgamalera.it/,,OSM,
Dom na Dobrovljah,,4347159087,46.3009,14.9965,745,,,,,OSM,
Dom pod Reško planino,,4347161192,46.2063192,15.0639608,664,,,,,OSM,
Planinski dom pod Ježo,,4347161233,46.1634,13.6692,740,,,,,OSM,
Miravalle,,4352696989,46.6099111,12.6110573,1337.0,,,,,OSM,
Rifugio Doss dei Cembri / Doss dei Gembri,,4393058908,46.3806888,10.6596574,2316,info@dossdeigembri.it,+39 0463 753227,,,OSM,
Zunigalm,,4397709992,46.9730428,12.5189571,1848,zunigalm@tele2.at,+43 664 9059063,https://www.hinterbichl.at/lodges/zunigalm.php,,OSM,
Cabane d'Arpitettaz,SAC CAS,4399549524,46.1008928,7.6793553,2786,cabane@arpitettaz.ch,+41 27 475 40 28,https://www.arpitettaz.ch/,32,OSM,511
Cabane de Moiry,SAC - CAS,4399562394,46.0906851,7.5954924,2825,moiry@cas-montreux.ch,+41 27 475 45 34,https://cabane-moiry.ch/,96,OSM,
Cabane de la Tsa,,4399832720,46.0303483,7.5038158,2607,cabtza@gmail.com,+41 76 261 11 48,https://www.cabtza.com/,32,OSM,
Refuge de Chalin,SAC - CAS,4411036267,46.1792227,6.9472064,2595,,+41 24 466 31 24,https://www.cas-chaussy.ch/,8,OSM,
Cabane d'Anthème,Fernand Jordan,4411039606,46.1657706,6.9042907,2037,,+41 79 473 71 40,https://antheme.ch/,35,OSM,
Cabane de Susanfe,,4411041258,46.1394272,6.8980975,2110,info@susanfe.ch,+41 24 479 16 46,https://susanfe.ch/,71,OSM,
Refuge de Bonavau,,4411068612,46.1508083,6.8662398,1550,refuge.bonavau@gmail.com,+41 78 823 33 98,https://www.facebook.com/Refuge.Bonavau/,,OSM,
Cabanne de Plan Névé,,4413810221,46.2519801,7.1443685,2262,info@cabane-plan-neve.ch,+41 24 498 22 11,http://www.cabane-plan-neve.ch,35,OSM,
Jagdhütte Zeiritz 1599m,,4420347989,47.482911,14.7126729,1616.0,,,,,OSM,
Rifugio Monte Tomba,,4517139585,45.6921617,11.0570755,1766,rifugiomontetomba@gmail.com,+393470707021,,,OSM,
Posto Tappa GTA,,4560435077,44.3499814,7.0175514,1310.0,,,,,OSM,
Hubelhuus Beatenberg,Drudel 11 - Erlebnispädagogik und Umweltbildung,4578044692,46.7040852,7.8217329,1354.0,,,https://www.hubelhuus.ch/,,OSM,
,,4605073361,45.7530259,8.1599611,1194.0,,,,,OSM,
Villacher Hütte,"Österreichischer Alpenverein, Sektion Villach",4659946341,47.0180714,13.3696879,2194,,,,,OSM,
Rifugio Genziana,,4662974347,45.8799748,8.449626,1430.0,,,,,OSM,
Ederhütte,,4687022700,47.3271074,12.7303599,1783.0,,,,,OSM,
Rifugio Alpe di Confiénn,Patriziato di Preonzo,4718111217,46.2465541,8.9405709,1433.0,,,https://www.patriziatopreonzo.ch/capanne.html,,OSM,
Rifugio Alpe di Cusale,Patriziato di Preonzo,4718168454,46.2359996,8.9532128,1630.0,,,https://patriziatopreonzo.ch/rifugi/,,OSM,
Zwickauer Hütte - Rifugio Plan,Heinz Leitner,4778542622,46.8018068,11.0550354,2989,,,https://13h.de/zwickauer/,60,OSM,
Teplitzerhütte - Rifugio Vedretta Pendente,,4809608699,46.9554668,11.2274585,2586,,+39 338 1358371,,,OSM,
Grohmannhütte - Rifugio Vedretta Piana,,4809620765,46.9517195,11.2314965,2254,,,,,OSM,
,,4845727222,46.7342851,8.0249344,668.0,,,,,OSM,
Almgasthof Möslalm,,4853837636,47.4769133,12.0900276,960,,+436648906000,,,OSM,
Kobenkogelhütte,,4855927662,47.598247,15.3213923,1559.0,,,,,OSM,
Streuböden,,4858362723,47.4569217,12.540215,1200,,,,,OSM,
Rifugio Gruppo Stella Cometa,,4876363153,45.7072951,11.2915069,802.0,,,,,OSM,
Curzútt,,4903323422,46.1943921,8.9930572,644.0,curzutt@gastrosos.ch,+41 91 835 57 23,https://www.curzutt.ch/,,OSM,
Schutzhütte Nasereit - Rifugio Nasereit,Familie Gerstgrasser,4914012317,46.7026971,11.038429,1523,,,,22,OSM,
Lodnerhütte - Rifugio Cima Fiammante,Familie Prant,4914350344,46.7244979,11.0210923,2259,,,http://www.lodnerhuette.com,22,OSM,
Auberge Nordique,,4918537622,45.9432666,6.5004163,1109.0,,,,,OSM,
Sauhauthütte,,4934699600,46.7465492,13.7435947,1632.0,,,,,OSM,
Etzlihütte SAC,SAC Thurgau,4949529835,46.7181822,8.720629,2052,info@etzlihuette.ch,+41 41 820 22 88,https://etzlihuette.ch/,75,OSM,398
Allmi / Läger,,4959996621,46.7344684,7.8545566,1299.0,,,,,OSM,
Alp Spilau,Familie Furrer-Gisler,4962763167,46.9244724,8.6913107,1900,,+41 79 567 45 64,https://www.alp-spilau.ch/,,OSM,
Gfellalphütte,Kandersteg International Scout Centre,4972779619,46.4399169,7.7193265,1849,,,,,OSM,
Galmihornhütte,,4987947849,46.4892737,8.2428863,2113,info@galmihornhuette.ch,+41 79 410 12 58,https://galmihornhuette.ch/,35,OSM,472
Bergerie de Cote Belle,,4988282729,45.0242603,5.9578888,1900.0,,,,,OSM,
Ristorante Su'n Paradis,,4988488940,46.3708438,12.0912668,1862,,,,,OSM,
Müllnerhütte,Hans Gruber,4994988821,47.1329559,13.5984768,1683.0,,+43 650 5090763,,,OSM,
Rifugio al Santuario,,5018264822,46.4799863,13.5226866,1750.0,,,,,OSM,
Mitterbergalm,,5018714223,47.4062289,13.1233484,1430.0,,,https://www.mitterbergalm.at/,,OSM,
Posto Tappa GTA Laghi Blu,,5035344190,44.6464529,6.9990873,1789.0,,,,20,OSM,
Bergheim Wildgrimmi,Vereinigung Bergheim Wildgrimmi,5038347513,46.5529237,7.4625127,1535.0,,,https://www.bergheim-wildgrimmi.ch/,,OSM,
Château Saint-Georges,,5040757921,43.6689635,6.9396354,399.0,,,,,OSM,
Cabane du Chatellerat,,5048454721,44.8733398,6.1565072,1720.0,,,,,OSM,
Rifugio Delfo e Agostino Coda,Club Alpino Italiano Sezione di Biella,5098180156,45.62243,7.9065137,2280,,,,50,OSM,
,,5122784192,45.9360127,8.2364939,1336.0,,,,,OSM,
Capanna Volpi,,5293562908,45.6515563,8.0583528,1120.0,,,,,OSM,
Casa di Prim’Alpe,Legambiente,5295393111,45.8534062,9.2973811,725,primalpe@legambiente.org,+39 02 87386480,https://primalpe.wordpress.com/,,OSM,
Rifugio Pradalago 2100,,5331063721,46.2472896,10.8130599,2120.0,,,,,OSM,
Tegernseer Hütte,,5340076821,47.632728,11.6783446,1650,,,,,OSM,
Buchsteinhütte,,5340084297,47.6398127,11.6795654,1276.0,,,,,OSM,
Alpe Hohenegg,,5358691298,47.5153561,10.009897,1089.0,,,,,OSM,
Gite - Refuge,,5420534346,44.8582921,5.9778151,1800,,,,,OSM,
Buronhütte,Bellazzo OHG,5433058162,47.6009529,10.4598934,1250,,,https://www.buronhuette.de/,,OSM,
Grüntenhaus,Familie Egenrieder,5467207892,47.5511719,10.3127968,1535,,,https://www.gruentenhaus.de/,44,OSM,
Neumayr-Hütte,Jana Bäro und Carina Bayrhof,5477907740,47.5769249,10.3397577,1202,info@neumayr-huette.de,+49 178 6904959,https://www.neumayr-huette.de/,39,OSM,
Bergwaldhaus Dreiangelhütte,Fam. Esterl,5478031048,47.5503806,10.3528613,1010,,,https://dreiangelhuette.de/,15,OSM,
Dinserhütte,Fam. Nöß,5479484660,47.5892906,10.4922431,1495,,+49 8363 6352,,,OSM,
Hasenaualm – Selbstversorgerhütte Saalbach,Feriengut Hasenau GmbH,5483708979,47.3909992,12.5969839,1562,info@hasenau.at,+43 6541 8931,https://www.hasenau.at/hasenaualm/,,OSM,
Gamskarkogelhütte,Sektion Bad Gastein,5643719069,47.1610163,13.1584159,2465,,+43 664 9203679,http://www.gamskarkogelhuette.at/,,OSM,
Rifugio Capanna Renata,,5722775998,45.6444492,7.9456614,2366.0,,,,,OSM,
Refuge des Marches,,5779938253,45.157336,6.5656039,2205.0,,+33 4 79 05 02 26,http://www.refugedesmarches.com,,OSM,
Stierenberg,,5807018053,46.5662272,7.4396304,1870.0,,,,20,OSM,
Fromatthütte,SAC,5818255439,46.54601,7.43279,1800,huettenwartfromatt@sac-wildhorn.ch,+41794526675,https://www.sac-wildhorn.ch/huetten/fromatthuette/,20,OSM,350
Gasser Alm,,5822380454,46.6906312,13.5026108,1434.0,,,,,OSM,
Mohaalm,,5824024153,47.1945802,12.3545612,1410,,,,,OSM,
Chamonna Tuoi CAS,Club Alpin Svizzer - Secziun Engiadina Bassa,5834653667,46.8307354,10.1324884,2250,info@tuoi.ch,+41 81 862 23 22,https://www.tuoi.ch/,74,OSM,33
Loserhütte,OeAV Sektion Ausseerland,5849855316,47.656187,13.781053,1498,,,,,OSM,
Refuge du Fioux,,5856933885,45.8721019,6.7606609,1517.0,,,,,OSM,
,,5865738785,47.1685617,13.2499786,984.0,,,,,OSM,
La Locanda,,5875425281,46.2381149,9.4730242,825,,+39 3396122179,,60,OSM,
Rieserhütte,,5892929285,47.2199846,11.8365471,1600,,,,,OSM,
Holzmeisteralm,,5899421058,47.1944857,12.8804895,1425.0,,,,,OSM,
Rifugio Valbella,,5983354623,45.6834326,10.9942044,1476,,+39 349 3618702,https://www.rifugiovalbella.it/,,OSM,
Tüchelhütte,,6129313039,47.1126733,12.8456385,2076.0,,,,,OSM,
Nilljochhütte,,6141355629,47.0203564,12.4212737,1975,info@nilljochhuette.com,+43 676 9563288,http://nilljochhuette.at/,,OSM,
,,6290847885,46.7201228,9.1449707,1664.0,,,,,OSM,
Refuge d’Archiane,,6412734285,44.7459559,5.5042657,784,,+33 4 75 21 24 47,,30,OSM,
Rifugio Alpe Soglia,,6418509638,45.3665832,7.5184592,1723,,,,18,OSM,
Les Montagnards,,6420766392,45.3012793,7.220472,1410,info@lesmontagnards.it,,https://www.lesmontagnards.it/,,OSM,
Baite Pianezzo,Mapomo,6552380087,45.8653715,9.325161,1176,,,https://www.mapomodaltaquota.it,,OSM,
Rifugio Giorgio Graffer al Grostè,Società degli Alpinisti Tridentini,6592652529,46.2196548,10.8894126,2261,rifugio@graffer.com,+39 0465 441358,http://www.graffer.com/,70,OSM,634
Les Roches Blanches,,6593452791,45.2463362,6.9378769,2084.0,,,,,OSM,
Rifugio Boch,,6594064625,46.2260393,10.8754306,2085,,+39 0465 440465,,,OSM,
hubelhütte,,6600298909,46.7777636,8.2022384,1605.0,,,,,OSM,
Binntalhütte,SAC CAS,6617740631,46.374922,8.291807,2265,reservations@cabane-binntal.ch,+41 27 971 47 97,https://cabane-binntal.ch/,50,OSM,264
Üeschinenhütte,Kandersteg International Scout Centre,6638839206,46.454509,7.6218251,1890,,,,,OSM,
Capanna Pairolo,,6644670562,46.0628319,9.044859,1347,,+41 91 944 11 56,https://www.capanna-pairolo.ch/,39,OSM,
Rifugio Boschetto,,6646316110,45.6889136,11.1206545,1151,,+39 045 7847005,,,OSM,
Lobhornhütte,SAC,6652940277,46.6184883,7.8689998,1955,briefkasten@lobhornhuette.ch,+41 79 656 53 20,https://www.lobhornhuette.ch/,24,OSM,243
Windgällenhütte,AACZ,6681994772,46.79,08.76,2032,info@windgaellenhuette.ch,+41418851088,https://www.windgaellenhuette.ch/,55,OSM,45
Rotondohütte SAC,SAC,6682032038,46.544908,8.4843821,2570,info@rotondohuette.ch,+41 41 887 16 16,https://www.rotondohuette.ch/,80,OSM,404
